Date,City,Province,RTLBCI
2023-04-24,Kitchener, Ontario ,434.89
2023-04-24,St. Catharines - Niagara Falls, Ontario ,352.38
2023-04-24,Barrie, Ontario ,327.56
2023-04-24,London, Ontario ,289.02
2023-04-24,Milton, Ontario ,389.24
2023-04-24,Toronto, Ontario ,253
2023-04-24,Kingston, Ontario ,379
2023-04-24,Kanata, Ontario ,384.23
2023-04-24,Guelph, Ontario ,325.51
2023-04-24,Oshawa, Ontario ,310.19
2023-04-24,Windsor, Ontario ,357.99
2023-04-24,Winnipeg, Manitoba ,359.21
2023-04-24,Saskatoon, Saskatchewan ,261.79
2023-04-24,Regina, Saskatchewan ,471.09
2023-04-24,Calgary, Alberta ,397.31
2023-04-24,Edmonton, Alberta ,382.73
2023-04-24,Abbotsford, British Columbia ,427.28
2023-04-24,Kelowna, British Columbia ,213.46
2023-04-24,White Rock, British Columbia ,453.48
2023-04-24,Vancouver, British Columbia ,278.49
2023-04-24,Victoria, British Columbia ,320.07
2023-05-01,St. John's, Newfoundland ,561.83
2023-05-01,Halifax, Nova Scotia ,324.36
2023-05-01,Moncton, New Brunswick ,405.62
2023-05-01,Quebec, Quebec ,385.53
2023-05-01,Trois-Rivieres, Quebec ,333.98
2023-05-01,Sherbrooke, Quebec ,402.83
2023-05-01,Montreal, Quebec ,298.24
2023-05-01,Ottawa, Ontario ,236.27
2023-05-01,Hamilton, Ontario ,210.22
2023-05-01,Kitchener, Ontario ,401.92
2023-05-01,St. Catharines - Niagara Falls, Ontario ,322.56
2023-05-01,Barrie, Ontario ,308.18
2023-05-01,London, Ontario ,279.36
2023-05-01,Milton, Ontario ,335.23
2023-05-01,Toronto, Ontario ,244.94
2023-05-01,Kingston, Ontario ,342.53
2023-05-01,Kanata, Ontario ,339.77
2023-05-01,Guelph, Ontario ,300.52
2023-05-01,Oshawa, Ontario ,292.07
2023-05-01,Windsor, Ontario ,348.3
2023-05-01,Winnipeg, Manitoba ,317.1
2023-05-01,Saskatoon, Saskatchewan ,253.45
2023-05-01,Regina, Saskatchewan ,459.76
2023-05-01,Calgary, Alberta ,401.72
2023-05-01,Edmonton, Alberta ,263.1
2023-05-01,Abbotsford, British Columbia ,412.95
2023-05-01,Kelowna, British Columbia ,374.69
2023-05-01,White Rock, British Columbia ,441.5
2023-05-01,Vancouver, British Columbia ,269.04
2023-05-01,Victoria, British Columbia ,300.79
2023-05-08,St. John's, Newfoundland ,475.38
2023-05-08,Halifax, Nova Scotia ,301
2023-05-08,Moncton, New Brunswick ,330.02
2023-05-08,Quebec, Quebec ,331.33
2023-05-08,Trois-Rivieres, Quebec ,267.63
2023-05-08,Sherbrooke, Quebec ,317.33
2023-05-08,Montreal, Quebec ,234.87
2023-05-08,Ottawa, Ontario ,210.77
2023-05-08,Hamilton, Ontario ,181.13
2023-05-08,Kitchener, Ontario ,364.89
2023-05-08,St. Catharines - Niagara Falls, Ontario ,283.19
2023-05-08,Barrie, Ontario ,277.84
2023-05-08,London, Ontario ,252
2023-05-08,Milton, Ontario ,298.33
2023-05-08,Toronto, Ontario ,217.49
2023-05-08,Kingston, Ontario ,304.26
2023-05-08,Kanata, Ontario ,289.86
2023-05-08,Guelph, Ontario ,273.59
2023-05-08,Oshawa, Ontario ,241.08
2023-05-08,Windsor, Ontario ,315.39
2023-05-08,Winnipeg, Manitoba ,278.53
2023-05-08,Saskatoon, Saskatchewan ,212.17
2023-05-08,Regina, Saskatchewan ,363.29
2023-05-08,Calgary, Alberta ,349.91
2023-05-08,Edmonton, Alberta ,273.03
2023-05-08,Abbotsford, British Columbia ,346.88
2023-05-08,Kelowna, British Columbia ,316.01
2023-05-08,White Rock, British Columbia ,358.85
2023-05-08,Vancouver, British Columbia ,231.65
2023-05-08,Victoria, British Columbia ,254.32
2023-05-15,St. John's, Newfoundland ,534.32
2023-05-15,Halifax, Nova Scotia ,329.68
2023-05-15,Moncton, New Brunswick ,367.92
2023-05-15,Quebec, Quebec ,349.46
2023-05-15,Trois-Rivieres, Quebec ,294.29
2023-05-15,Sherbrooke, Quebec ,345.37
2023-05-15,Montreal, Quebec ,253.87
2023-05-15,Ottawa, Ontario ,214.71
2023-05-15,Hamilton, Ontario ,203.36
2023-05-15,Kitchener, Ontario ,419.44
2023-05-15,St. Catharines - Niagara Falls, Ontario ,316.15
2023-05-15,Barrie, Ontario ,295.9
2023-05-15,London, Ontario ,281.28
2023-05-15,Milton, Ontario ,351.66
2023-05-15,Toronto, Ontario ,244.47
2023-05-15,Kingston, Ontario ,348.31
2023-05-15,Kanata, Ontario ,331.97
2023-05-15,Guelph, Ontario ,311.12
2023-05-15,Oshawa, Ontario ,272.07
2023-05-15,Windsor, Ontario ,353.87
2023-05-15,Winnipeg, Manitoba ,319.51
2023-05-15,Saskatoon, Saskatchewan ,256.31
2023-05-15,Regina, Saskatchewan ,426.02
2023-05-15,Calgary, Alberta ,402.98
2023-05-15,Edmonton, Alberta ,315.26
2023-05-15,Abbotsford, British Columbia ,396.01
2023-05-15,Kelowna, British Columbia ,339.83
2023-05-15,White Rock, British Columbia ,394.19
2023-05-15,Vancouver, British Columbia ,254.83
2023-05-15,Victoria, British Columbia ,281.3
2023-05-22,St. John's, Newfoundland ,502.58
2023-05-22,Halifax, Nova Scotia ,336.23
2023-05-22,Moncton, New Brunswick ,370.4
2023-05-22,Quebec, Quebec ,346.32
2023-05-22,Trois-Rivieres, Quebec ,296.06
2023-05-22,Sherbrooke, Quebec ,339.61
2023-05-22,Montreal, Quebec ,270.79
2023-05-22,Ottawa, Ontario ,225.76
2023-05-22,Hamilton, Ontario ,200.95
2023-05-22,Kitchener, Ontario ,404.25
2023-05-22,St. Catharines - Niagara Falls, Ontario ,294.12
2023-05-22,Barrie, Ontario ,304.77
2023-05-22,London, Ontario ,266.98
2023-05-22,Milton, Ontario ,321.71
2023-05-22,Toronto, Ontario ,254.32
2023-05-22,Kingston, Ontario ,330.86
2023-05-22,Kanata, Ontario ,328.45
2023-05-22,Guelph, Ontario ,296.45
2023-05-22,Oshawa, Ontario ,269.61
2023-05-22,Windsor, Ontario ,341.57
2023-05-22,Winnipeg, Manitoba ,308.09
2023-05-22,Saskatoon, Saskatchewan ,250.71
2023-05-22,Regina, Saskatchewan ,371.01
2023-05-22,Calgary, Alberta ,391.19
2023-05-22,Edmonton, Alberta ,320.04
2023-05-22,Abbotsford, British Columbia ,408.2
2023-05-22,Kelowna, British Columbia ,346.14
2023-05-22,White Rock, British Columbia ,410.45
2023-05-22,Vancouver, British Columbia ,263.32
2023-05-22,Victoria, British Columbia ,278.78
2023-05-29,St. John's, Newfoundland ,512.95
2023-05-29,Halifax, Nova Scotia ,334.01
2023-05-29,Moncton, New Brunswick ,374.67
2023-05-29,Quebec, Quebec ,351.51
2023-05-29,Trois-Rivieres, Quebec ,298.09
2023-05-29,Sherbrooke, Quebec ,329.38
2023-05-29,Montreal, Quebec ,243.46
2023-05-29,Ottawa, Ontario ,220.75
2023-05-29,Hamilton, Ontario ,201.55
2023-05-29,Kitchener, Ontario ,430.12
2023-05-29,St. Catharines - Niagara Falls, Ontario ,290.94
2023-05-29,Barrie, Ontario ,300.48
2023-05-29,London, Ontario ,268.69
2023-05-29,Milton, Ontario ,325.03
2023-05-29,Toronto, Ontario ,246.77
2023-05-29,Kingston, Ontario ,346.64
2023-05-29,Kanata, Ontario ,330.88
2023-05-29,Guelph, Ontario ,312.69
2023-05-29,Oshawa, Ontario ,275.04
2023-05-29,Windsor, Ontario ,344.33
2023-05-29,Winnipeg, Manitoba ,320.72
2023-05-29,Saskatoon, Saskatchewan ,256.4
2023-05-29,Regina, Saskatchewan ,419.93
2023-05-29,Calgary, Alberta ,382.22
2023-05-29,Edmonton, Alberta ,339.74
2023-05-29,Abbotsford, British Columbia ,427.82
2023-05-29,Kelowna, British Columbia ,382.83
2023-05-29,White Rock, British Columbia ,405.66
2023-05-29,Vancouver, British Columbia ,271.56
2023-05-29,Victoria, British Columbia ,270.57
2023-06-05,St. John's, Newfoundland ,516.78
2023-06-05,Halifax, Nova Scotia ,336.7
2023-06-05,Moncton, New Brunswick ,403.95
2023-06-05,Quebec, Quebec ,317.16
2023-06-05,Trois-Rivieres, Quebec ,302.94
2023-06-05,Sherbrooke, Quebec ,346.53
2023-06-05,Montreal, Quebec ,268.26
2023-06-05,Ottawa, Ontario ,217.51
2023-06-05,Hamilton, Ontario ,193.32
2023-06-05,Kitchener, Ontario ,404.45
2023-06-05,St. Catharines - Niagara Falls, Ontario ,289.7
2023-06-05,Barrie, Ontario ,304.74
2023-06-05,London, Ontario ,270.7
2023-06-05,Milton, Ontario ,341.68
2023-06-05,Toronto, Ontario ,249.73
2023-06-05,Kingston, Ontario ,360.5
2023-06-05,Kanata, Ontario ,345.78
2023-06-05,Guelph, Ontario ,309.99
2023-06-05,Oshawa, Ontario ,276.79
2023-06-05,Windsor, Ontario ,345.34
2023-06-05,Winnipeg, Manitoba ,318.79
2023-06-05,Saskatoon, Saskatchewan ,262.1
2023-06-05,Regina, Saskatchewan ,423.45
2023-06-05,Calgary, Alberta ,385.08
2023-06-05,Edmonton, Alberta ,349.01
2023-06-05,Abbotsford, British Columbia ,415.12
2023-06-05,Kelowna, British Columbia ,373.56
2023-06-05,White Rock, British Columbia ,428.92
2023-06-05,Vancouver, British Columbia ,267.63
2023-06-05,Victoria, British Columbia ,268.52
2023-06-12,St. John's, Newfoundland ,540.45
2023-06-12,Halifax, Nova Scotia ,357.52
2023-06-12,Moncton, New Brunswick ,399.85
2023-06-12,Quebec, Quebec ,334.38
2023-06-12,Trois-Rivieres, Quebec ,322.95
2023-06-12,Sherbrooke, Quebec ,393.84
2023-06-12,Montreal, Quebec ,286
2023-06-12,Ottawa, Ontario ,244.28
2023-06-12,Hamilton, Ontario ,204.45
2023-06-12,Kitchener, Ontario ,401.67
2023-06-12,St. Catharines - Niagara Falls, Ontario ,337.55
2023-06-12,Barrie, Ontario ,320.85
2023-06-12,London, Ontario ,280.64
2023-06-12,Milton, Ontario ,342.01
2023-06-12,Toronto, Ontario ,266.89
2023-06-12,Kingston, Ontario ,380.77
2023-06-12,Kanata, Ontario ,358.53
2023-06-12,Guelph, Ontario ,319
2023-06-12,Oshawa, Ontario ,296.86
2023-06-12,Windsor, Ontario ,357.76
2023-06-12,Winnipeg, Manitoba ,337.11
2023-06-12,Saskatoon, Saskatchewan ,275.67
2023-06-12,Regina, Saskatchewan ,424.07
2023-06-12,Calgary, Alberta ,389.84
2023-06-12,Edmonton, Alberta ,330.52
2023-06-12,Abbotsford, British Columbia ,426.09
2023-06-12,Kelowna, British Columbia ,394.33
2023-06-12,White Rock, British Columbia ,450.5
2023-06-12,Vancouver, British Columbia ,280.46
2023-06-12,Victoria, British Columbia ,293.95
2023-06-19,St. John's, Newfoundland ,524.88
2023-06-19,Halifax, Nova Scotia ,330.03
2023-06-19,Moncton, New Brunswick ,377.65
2023-06-19,Quebec, Quebec ,247.26
2023-06-19,Trois-Rivieres, Quebec ,304.45
2023-06-19,Sherbrooke, Quebec ,363.11
2023-06-19,Montreal, Quebec ,292.82
2023-06-19,Ottawa, Ontario ,272.9
2023-06-19,Hamilton, Ontario ,193.91
2023-06-19,Kitchener, Ontario ,411.96
2023-06-19,St. Catharines - Niagara Falls, Ontario ,287.99
2023-06-19,Barrie, Ontario ,273.17
2023-06-19,London, Ontario ,271.94
2023-06-19,Milton, Ontario ,320.74
2023-06-19,Toronto, Ontario ,258.56
2023-06-19,Kingston, Ontario ,346.43
2023-06-19,Kanata, Ontario ,326.26
2023-06-19,Guelph, Ontario ,316.83
2023-06-19,Oshawa, Ontario ,285.56
2023-06-19,Windsor, Ontario ,351.65
2023-06-19,Winnipeg, Manitoba ,325.47
2023-06-19,Saskatoon, Saskatchewan ,288.72
2023-06-19,Regina, Saskatchewan ,398.45
2023-06-19,Calgary, Alberta ,380.77
2023-06-19,Edmonton, Alberta ,295.58
2023-06-19,Abbotsford, British Columbia ,411.45
2023-06-19,Kelowna, British Columbia ,380.96
2023-06-19,White Rock, British Columbia ,404.18
2023-06-19,Vancouver, British Columbia ,265.52
2023-06-19,Victoria, British Columbia ,278.61
2023-06-26,St. John's, Newfoundland ,460.74
2023-06-26,Halifax, Nova Scotia ,333.91
2023-06-26,Moncton, New Brunswick ,355.22
2023-06-26,Quebec, Quebec ,234.62
2023-06-26,Trois-Rivieres, Quebec ,292.06
2023-06-26,Sherbrooke, Quebec ,326.55
2023-06-26,Montreal, Quebec ,233.4
2023-06-26,Ottawa, Ontario ,271.14
2023-06-26,Hamilton, Ontario ,204.8
2023-06-26,Kitchener, Ontario ,393.28
2023-06-26,St. Catharines - Niagara Falls, Ontario ,265.02
2023-06-26,Barrie, Ontario ,276.44
2023-06-26,London, Ontario ,264.93
2023-06-26,Milton, Ontario ,319.69
2023-06-26,Toronto, Ontario ,253.55
2023-06-26,Kingston, Ontario ,352.59
2023-06-26,Kanata, Ontario ,326.58
2023-06-26,Guelph, Ontario ,311.03
2023-06-26,Oshawa, Ontario ,281.43
2023-06-26,Windsor, Ontario ,353.24
2023-06-26,Winnipeg, Manitoba ,315.34
2023-06-26,Saskatoon, Saskatchewan ,255.94
2023-06-26,Regina, Saskatchewan ,386.14
2023-06-26,Calgary, Alberta ,375.64
2023-06-26,Edmonton, Alberta ,300.68
2023-06-26,Abbotsford, British Columbia ,416.71
2023-06-26,Kelowna, British Columbia ,357.72
2023-06-26,White Rock, British Columbia ,377.4
2023-06-26,Vancouver, British Columbia ,267.85
2023-06-26,Victoria, British Columbia ,263.13
2023-07-03,St. John's, Newfoundland ,398.72
2023-07-03,Halifax, Nova Scotia ,311.08
2023-07-03,Moncton, New Brunswick ,357.4
2023-07-03,Quebec, Quebec ,208.6
2023-07-03,Trois-Rivieres, Quebec ,307.92
2023-07-03,Sherbrooke, Quebec ,378.92
2023-07-03,Montreal, Quebec ,253.02
2023-07-03,Ottawa, Ontario ,272.66
2023-07-03,Hamilton, Ontario ,188.9
2023-07-03,Kitchener, Ontario ,391.72
2023-07-03,St. Catharines - Niagara Falls, Ontario ,250.26
2023-07-03,Barrie, Ontario ,268.53
2023-07-03,London, Ontario ,238.92
2023-07-03,Milton, Ontario ,297.99
2023-07-03,Toronto, Ontario ,249.74
2023-07-03,Kingston, Ontario ,322.31
2023-07-03,Kanata, Ontario ,310.28
2023-07-03,Guelph, Ontario ,290.7
2023-07-03,Oshawa, Ontario ,262.33
2023-07-03,Windsor, Ontario ,338.61
2023-07-03,Winnipeg, Manitoba ,300.3
2023-07-03,Saskatoon, Saskatchewan ,243.39
2023-07-03,Regina, Saskatchewan ,368.41
2023-07-03,Calgary, Alberta ,372.32
2023-07-03,Edmonton, Alberta ,293.01
2023-07-03,Abbotsford, British Columbia ,385.64
2023-07-03,Kelowna, British Columbia ,343.3
2023-07-03,White Rock, British Columbia ,383.86
2023-07-03,Vancouver, British Columbia ,266.25
2023-07-03,Victoria, British Columbia ,247.78
2023-07-10,St. John's, Newfoundland ,382.04
2023-07-10,Halifax, Nova Scotia ,321.36
2023-07-10,Moncton, New Brunswick ,361.92
2023-07-10,Quebec, Quebec ,241.21
2023-07-10,Trois-Rivieres, Quebec ,306.43
2023-07-10,Sherbrooke, Quebec ,363.24
2023-07-10,Montreal, Quebec ,252.25
2023-07-10,Ottawa, Ontario ,270.25
2023-07-10,Hamilton, Ontario ,197.56
2023-07-10,Kitchener, Ontario ,380.85
2023-07-10,St. Catharines - Niagara Falls, Ontario ,286.48
2023-07-10,Barrie, Ontario ,262.27
2023-07-10,London, Ontario ,255.76
2023-07-10,Milton, Ontario ,331.26
2023-07-10,Toronto, Ontario ,249.88
2023-07-10,Kingston, Ontario ,340.23
2023-07-10,Kanata, Ontario ,338.15
2023-07-10,Guelph, Ontario ,309.78
2023-07-10,Oshawa, Ontario ,277.54
2023-07-10,Windsor, Ontario ,349.2
2023-07-10,Winnipeg, Manitoba ,315.72
2023-07-10,Saskatoon, Saskatchewan ,267.87
2023-07-10,Regina, Saskatchewan ,393.35
2023-07-10,Calgary, Alberta ,416.85
2023-07-10,Edmonton, Alberta ,300.2
2023-07-10,Abbotsford, British Columbia ,429.1
2023-07-10,Kelowna, British Columbia ,318.49
2023-07-10,White Rock, British Columbia ,385.67
2023-07-10,Vancouver, British Columbia ,277.35
2023-07-10,Victoria, British Columbia ,264.63
2023-07-17,St. John's, Newfoundland ,356.05
2023-07-17,Halifax, Nova Scotia ,321.22
2023-07-17,Moncton, New Brunswick ,361.97
2023-07-17,Quebec, Quebec ,216.36
2023-07-17,Trois-Rivieres, Quebec ,299.11
2023-07-17,Sherbrooke, Quebec ,351.68
2023-07-17,Montreal, Quebec ,251.53
2023-07-17,Ottawa, Ontario ,267.87
2023-07-17,Hamilton, Ontario ,194.23
2023-07-17,Kitchener, Ontario ,369.01
2023-07-17,St. Catharines - Niagara Falls, Ontario ,275.92
2023-07-17,Barrie, Ontario ,261.64
2023-07-17,London, Ontario ,255.02
2023-07-17,Milton, Ontario ,330.02
2023-07-17,Toronto, Ontario ,252.28
2023-07-17,Kingston, Ontario ,325.6
2023-07-17,Kanata, Ontario ,327.38
2023-07-17,Guelph, Ontario ,313.39
2023-07-17,Oshawa, Ontario ,281.33
2023-07-17,Windsor, Ontario ,345.62
2023-07-17,Winnipeg, Manitoba ,330.76
2023-07-17,Saskatoon, Saskatchewan ,266.47
2023-07-17,Regina, Saskatchewan ,409.84
2023-07-17,Calgary, Alberta ,397.69
2023-07-17,Edmonton, Alberta ,305.49
2023-07-17,Abbotsford, British Columbia ,418.34
2023-07-17,Kelowna, British Columbia ,323.9
2023-07-17,White Rock, British Columbia ,395.81
2023-07-17,Vancouver, British Columbia ,270.85
2023-07-17,Victoria, British Columbia ,261.4
2023-07-24,St. John's, Newfoundland ,374.01
2023-07-24,Halifax, Nova Scotia ,318.61
2023-07-24,Moncton, New Brunswick ,352.11
2023-07-24,Quebec, Quebec ,220.82
2023-07-24,Trois-Rivieres, Quebec ,316.14
2023-07-24,Sherbrooke, Quebec ,347.35
2023-07-24,Montreal, Quebec ,288.74
2023-07-24,Ottawa, Ontario ,272.41
2023-07-24,Hamilton, Ontario ,195.63
2023-07-24,Kitchener, Ontario ,335.08
2023-07-24,St. Catharines - Niagara Falls, Ontario ,281.24
2023-07-24,Barrie, Ontario ,258.18
2023-07-24,London, Ontario ,246.12
2023-07-24,Milton, Ontario ,328.51
2023-07-24,Toronto, Ontario ,248.41
2023-07-24,Kingston, Ontario ,347.06
2023-07-24,Kanata, Ontario ,312.92
2023-07-24,Guelph, Ontario ,331.4
2023-07-24,Oshawa, Ontario ,280.04
2023-07-24,Windsor, Ontario ,360.8
2023-07-24,Winnipeg, Manitoba ,319.98
2023-07-24,Saskatoon, Saskatchewan ,249.51
2023-07-24,Regina, Saskatchewan ,364.36
2023-07-24,Calgary, Alberta ,387.69
2023-07-24,Edmonton, Alberta ,307.71
2023-07-24,Abbotsford, British Columbia ,404.51
2023-07-24,Kelowna, British Columbia ,320.87
2023-07-24,White Rock, British Columbia ,383.88
2023-07-24,Vancouver, British Columbia ,264.06
2023-07-24,Victoria, British Columbia ,252.81
2023-07-31,St. John's, Newfoundland ,364.47
2023-07-31,Halifax, Nova Scotia ,337.18
2023-07-31,Moncton, New Brunswick ,384
2023-07-31,Quebec, Quebec ,221.3
2023-07-31,Trois-Rivieres, Quebec ,324.59
2023-07-31,Sherbrooke, Quebec ,377.36
2023-07-31,Montreal, Quebec ,299.64
2023-07-31,Ottawa, Ontario ,272.54
2023-07-31,Hamilton, Ontario ,207.12
2023-07-31,Kitchener, Ontario ,358.57
2023-07-31,St. Catharines - Niagara Falls, Ontario ,288.87
2023-07-31,Barrie, Ontario ,254.81
2023-07-31,London, Ontario ,256.5
2023-07-31,Milton, Ontario ,339.12
2023-07-31,Toronto, Ontario ,251.94
2023-07-31,Kingston, Ontario ,334.26
2023-07-31,Kanata, Ontario ,316.17
2023-07-31,Guelph, Ontario ,312.28
2023-07-31,Oshawa, Ontario ,280.44
2023-07-31,Windsor, Ontario ,383.68
2023-07-31,Winnipeg, Manitoba ,326.03
2023-07-31,Saskatoon, Saskatchewan ,301.11
2023-07-31,Regina, Saskatchewan ,421.16
2023-07-31,Calgary, Alberta ,392.27
2023-07-31,Edmonton, Alberta ,301.67
2023-07-31,Abbotsford, British Columbia ,418.05
2023-07-31,Kelowna, British Columbia ,341.2
2023-07-31,White Rock, British Columbia ,389.59
2023-07-31,Vancouver, British Columbia ,262.92
2023-07-31,Victoria, British Columbia ,263.36
2023-08-07,St. John's, Newfoundland ,330.68
2023-08-07,Halifax, Nova Scotia ,296.98
2023-08-07,Moncton, New Brunswick ,368.07
2023-08-07,Quebec, Quebec ,235.24
2023-08-07,Trois-Rivieres, Quebec ,327.45
2023-08-07,Sherbrooke, Quebec ,388.08
2023-08-07,Montreal, Quebec ,269.53
2023-08-07,Ottawa, Ontario ,264.96
2023-08-07,Hamilton, Ontario ,210.22
2023-08-07,Kitchener, Ontario ,349.63
2023-08-07,St. Catharines - Niagara Falls, Ontario ,281.18
2023-08-07,Barrie, Ontario ,246.2
2023-08-07,London, Ontario ,246.01
2023-08-07,Milton, Ontario ,326.72
2023-08-07,Toronto, Ontario ,251.39
2023-08-07,Kingston, Ontario ,322.63
2023-08-07,Kanata, Ontario ,305.29
2023-08-07,Guelph, Ontario ,295.32
2023-08-07,Oshawa, Ontario ,264.79
2023-08-07,Windsor, Ontario ,384.22
2023-08-07,Winnipeg, Manitoba ,330.16
2023-08-07,Saskatoon, Saskatchewan ,266.51
2023-08-07,Regina, Saskatchewan ,399.45
2023-08-07,Calgary, Alberta ,401.92
2023-08-07,Edmonton, Alberta ,298.41
2023-08-07,Abbotsford, British Columbia ,408.65
2023-08-07,Kelowna, British Columbia ,305.37
2023-08-07,White Rock, British Columbia ,398.89
2023-08-07,Vancouver, British Columbia ,266.24
2023-08-07,Victoria, British Columbia ,265.27
2023-08-14,St. John's, Newfoundland ,366.62
2023-08-14,Halifax, Nova Scotia ,320.56
2023-08-14,Moncton, New Brunswick ,369.45
2023-08-14,Quebec, Quebec ,249.09
2023-08-14,Trois-Rivieres, Quebec ,326.35
2023-08-14,Sherbrooke, Quebec ,402.69
2023-08-14,Montreal, Quebec ,290.59
2023-08-14,Ottawa, Ontario ,278.31
2023-08-14,Hamilton, Ontario ,211.49
2023-08-14,Kitchener, Ontario ,376.48
2023-08-14,St. Catharines - Niagara Falls, Ontario ,299.39
2023-08-14,Barrie, Ontario ,269.73
2023-08-14,London, Ontario ,276.04
2023-08-14,Milton, Ontario ,348.55
2023-08-14,Toronto, Ontario ,259.39
2023-08-14,Kingston, Ontario ,357.77
2023-08-14,Kanata, Ontario ,344.08
2023-08-14,Guelph, Ontario ,312.01
2023-08-14,Oshawa, Ontario ,300.96
2023-08-14,Windsor, Ontario ,406.39
2023-08-14,Winnipeg, Manitoba ,349.91
2023-08-14,Saskatoon, Saskatchewan ,332.67
2023-08-14,Regina, Saskatchewan ,384.73
2023-08-14,Calgary, Alberta ,417.92
2023-08-14,Edmonton, Alberta ,323.24
2023-08-14,Abbotsford, British Columbia ,426.58
2023-08-14,Kelowna, British Columbia ,322.09
2023-08-14,White Rock, British Columbia ,424.89
2023-08-14,Vancouver, British Columbia ,281.24
2023-08-14,Victoria, British Columbia ,286.92
2023-08-21,St. John's, Newfoundland ,412.54
2023-08-21,Halifax, Nova Scotia ,330.84
2023-08-21,Moncton, New Brunswick ,425
2023-08-21,Quebec, Quebec ,277.02
2023-08-21,Trois-Rivieres, Quebec ,377.69
2023-08-21,Sherbrooke, Quebec ,431.27
2023-08-21,Montreal, Quebec ,275.56
2023-08-21,Ottawa, Ontario ,296.74
2023-08-21,Hamilton, Ontario ,225.26
2023-08-21,Kitchener, Ontario ,387.83
2023-08-21,St. Catharines - Niagara Falls, Ontario ,339.53
2023-08-21,Barrie, Ontario ,314.29
2023-08-21,London, Ontario ,292.85
2023-08-21,Milton, Ontario ,359.22
2023-08-21,Toronto, Ontario ,272.77
2023-08-21,Kingston, Ontario ,368.86
2023-08-21,Kanata, Ontario ,349.6
2023-08-21,Guelph, Ontario ,327.42
2023-08-21,Oshawa, Ontario ,306
2023-08-21,Windsor, Ontario ,435.74
2023-08-21,Winnipeg, Manitoba ,368.19
2023-08-21,Saskatoon, Saskatchewan ,301.97
2023-08-21,Regina, Saskatchewan ,493.39
2023-08-21,Calgary, Alberta ,438.78
2023-08-21,Edmonton, Alberta ,343.95
2023-08-21,Abbotsford, British Columbia ,460.49
2023-08-21,Kelowna, British Columbia ,312.74
2023-08-21,White Rock, British Columbia ,454.64
2023-08-21,Vancouver, British Columbia ,296.88
2023-08-21,Victoria, British Columbia ,302.27
2023-08-28,St. John's, Newfoundland ,403.64
2023-08-28,Halifax, Nova Scotia ,345
2023-08-28,Moncton, New Brunswick ,528.28
2023-08-28,Quebec, Quebec ,297.67
2023-08-28,Trois-Rivieres, Quebec ,420.78
2023-08-28,Sherbrooke, Quebec ,436.27
2023-08-28,Montreal, Quebec ,304.55
2023-08-28,Ottawa, Ontario ,298.53
2023-08-28,Hamilton, Ontario ,217.92
2023-08-28,Kitchener, Ontario ,373.69
2023-08-28,St. Catharines - Niagara Falls, Ontario ,350.53
2023-08-28,Barrie, Ontario ,246.65
2023-08-28,London, Ontario ,297.41
2023-08-28,Milton, Ontario ,376.14
2023-08-28,Toronto, Ontario ,268.06
2023-08-28,Kingston, Ontario ,389.41
2023-08-28,Kanata, Ontario ,363.46
2023-08-28,Guelph, Ontario ,355.32
2023-08-28,Oshawa, Ontario ,304.49
2023-08-28,Windsor, Ontario ,406.99
2023-08-28,Winnipeg, Manitoba ,381.26
2023-08-28,Saskatoon, Saskatchewan ,298.48
2023-08-28,Regina, Saskatchewan ,473.61
2023-08-28,Calgary, Alberta ,446.29
2023-08-28,Edmonton, Alberta ,360.47
2023-08-28,Abbotsford, British Columbia ,475.42
2023-08-28,Kelowna, British Columbia ,281.6
2023-08-28,White Rock, British Columbia ,463.1
2023-08-28,Vancouver, British Columbia ,297.66
2023-08-28,Victoria, British Columbia ,321.34
2023-09-04,St. John's, Newfoundland ,428.97
2023-09-04,Halifax, Nova Scotia ,325.84
2023-09-04,Moncton, New Brunswick ,454.32
2023-09-04,Quebec, Quebec ,303.13
2023-09-04,Trois-Rivieres, Quebec ,392.42
2023-09-04,Sherbrooke, Quebec ,467.03
2023-09-04,Montreal, Quebec ,264.52
2023-09-04,Ottawa, Ontario ,318.97
2023-09-04,Hamilton, Ontario ,236.14
2023-09-04,Kitchener, Ontario ,374.76
2023-09-04,St. Catharines - Niagara Falls, Ontario ,337.42
2023-09-04,Barrie, Ontario ,241.67
2023-09-04,London, Ontario ,289.85
2023-09-04,Milton, Ontario ,371.9
2023-09-04,Toronto, Ontario ,276.03
2023-09-04,Kingston, Ontario ,394.06
2023-09-04,Kanata, Ontario ,364.53
2023-09-04,Guelph, Ontario ,334.59
2023-09-04,Oshawa, Ontario ,305.41
2023-09-04,Windsor, Ontario ,430.68
2023-09-04,Winnipeg, Manitoba ,375.83
2023-09-04,Saskatoon, Saskatchewan ,310.9
2023-09-04,Regina, Saskatchewan ,488.11
2023-09-04,Calgary, Alberta ,442.5
2023-09-04,Edmonton, Alberta ,343.67
2023-09-04,Abbotsford, British Columbia ,448.37
2023-09-04,Kelowna, British Columbia ,325.36
2023-09-04,White Rock, British Columbia ,442.94
2023-09-04,Vancouver, British Columbia ,300.33
2023-09-04,Victoria, British Columbia ,317.46
2023-09-11,St. John's, Newfoundland ,506.22
2023-09-11,Halifax, Nova Scotia ,321.54
2023-09-11,Moncton, New Brunswick ,461.42
2023-09-11,Quebec, Quebec ,314.5
