GEO_NAME,CHARACTERISTIC_ID,CHARACTERISTIC_NAME,Total Population,Total Population of Men,Total Population of Women
Pembroke,23,    60 to 64 years,1890,900,990
Pembroke,24,  65 years and over,5760,2515,3250
Pembroke,25,    65 to 69 years,1655,790,865
Pembroke,26,    70 to 74 years,1410,685,730
Pembroke,27,    75 to 79 years,1050,465,585
Pembroke,28,    80 to 84 years,755,320,435
Pembroke,29,    85 years and over,900,260,635
Pembroke,30,      85 to 89 years,540,180,360
Pembroke,31,      90 to 94 years,250,65,185
Pembroke,32,      95 to 99 years,90,10,75
Pembroke,35,  0 to 14 years,15,15.8,14.3
Pembroke,36,  15 to 64 years,60.8,62.3,59.4
Pembroke,37,  65 years and over,24.2,21.9,26.3
Pembroke,38,    85 years and over,3.8,2.3,5.1
Pembroke,159,"    $10,000 to $19,999",2600,1085,1515
Pembroke,160,"    $20,000 to $29,999",3115,1305,1810
Pembroke,161,"    $30,000 to $39,999",2575,1075,1505
Pembroke,162,"    $40,000 to $49,999",2165,995,1175
Pembroke,163,"    $50,000 to $59,999",1900,940,955
Pembroke,164,"    $60,000 to $69,999",1480,825,660
Pembroke,165,"    $70,000 to $79,999",1070,695,380
Pembroke,166,"    $80,000 to $89,999",750,445,305
Pembroke,167,"    $90,000 to $99,999",565,370,195
Pembroke,168,"    $100,000 and over",1445,905,535
Pembroke,169,"      $100,000 to $149,999",1090,670,425
Pembroke,170,"      $150,000 and over",350,240,110
Pembroke,175,"    $10,000 to $19,999",2675,1120,1555
Pembroke,176,"    $20,000 to $29,999",3515,1455,2060
Pembroke,177,"    $30,000 to $39,999",3000,1325,1675
Pembroke,178,"    $40,000 to $49,999",2585,1250,1335
Pembroke,179,"    $50,000 to $59,999",1985,1080,910
Pembroke,180,"    $60,000 to $69,999",1340,820,515
Pembroke,181,"    $70,000 to $79,999",920,570,350
Pembroke,182,"    $80,000 to $89,999",640,370,270
Pembroke,183,"    $90,000 to $99,999",340,215,120
Pembroke,184,"    $100,000 and over",605,410,195
Pembroke,185,"      $100,000 to $124,999",325,220,105
Pembroke,186,"      $125,000 and over",280,195,85
Pembroke,191,"    $5,000 to $9,999",955,395,560
Pembroke,192,"    $10,000 to $19,999",1495,665,825
Pembroke,193,"    $20,000 to $29,999",1160,495,665
Pembroke,194,"    $30,000 to $39,999",1285,615,670
Pembroke,195,"    $40,000 to $49,999",1200,580,620
Pembroke,196,"    $50,000 to $59,999",1065,550,515
Pembroke,197,"    $60,000 to $69,999",895,530,365
Pembroke,198,"    $70,000 to $79,999",680,470,210
Pembroke,199,"    $80,000 to $89,999",540,340,195
Pembroke,200,"    $90,000 to $99,999",420,275,145
Pembroke,201,"    $100,000 and over",1020,655,365
Pembroke,202,"      $100,000 to $124,999",600,360,245
Pembroke,203,"      $125,000 and over",420,300,115
Pembroke,262,"  $5,000 to $9,999",30,,
Pembroke,263,"  $10,000 to $14,999",155,,
Pembroke,264,"  $15,000 to $19,999",305,,
Pembroke,265,"  $20,000 to $24,999",515,,
Pembroke,266,"  $25,000 to $29,999",430,,
Pembroke,267,"  $30,000 to $34,999",380,,
Pembroke,268,"  $35,000 to $39,999",485,,
Pembroke,269,"  $40,000 to $44,999",430,,
Pembroke,270,"  $45,000 to $49,999",440,,
Pembroke,271,"  $50,000 to $59,999",860,,
Pembroke,272,"  $60,000 to $69,999",805,,
Pembroke,273,"  $70,000 to $79,999",755,,
Pembroke,274,"  $80,000 to $89,999",675,,
Pembroke,275,"  $90,000 to $99,999",585,,
Pembroke,276,"  $100,000 and over",3345,,
Pembroke,277,"    $100,000 to $124,999",1110,,
Pembroke,278,"    $125,000 to $149,999",780,,
Pembroke,279,"    $150,000 to $199,999",815,,
Pembroke,280,"    $200,000 and over",650,,
Pembroke,283,"  $5,000 to $9,999",30,,
Pembroke,284,"  $10,000 to $14,999",165,,
Pembroke,285,"  $15,000 to $19,999",305,,
Pembroke,286,"  $20,000 to $24,999",545,,
Pembroke,287,"  $25,000 to $29,999",485,,
Pembroke,288,"  $30,000 to $34,999",455,,
Pembroke,289,"  $35,000 to $39,999",520,,
Pembroke,290,"  $40,000 to $44,999",540,,
Pembroke,291,"  $45,000 to $49,999",510,,
Pembroke,292,"  $50,000 to $59,999",975,,
Pembroke,293,"  $60,000 to $69,999",925,,
Pembroke,294,"  $70,000 to $79,999",835,,
Pembroke,295,"  $80,000 to $89,999",685,,
Pembroke,296,"  $90,000 to $99,999",615,,
Pembroke,297,"  $100,000 and over",2595,,
Pembroke,298,"    $100,000 to $124,999",1080,,
Pembroke,299,"    $125,000 to $149,999",665,,
Pembroke,300,"    $150,000 and over",860,,
Pembroke,336,  0 to 17 years,4245,2155,2085
Pembroke,338,  18 to 64 years,13720,6740,6980
Pembroke,339,  65 years and over,5120,2350,2780
Pembroke,341,  0 to 17 years,570,310,260
Pembroke,343,  18 to 64 years,1535,725,805
Pembroke,344,  65 years and over,760,295,465
Pembroke,351,  0 to 17 years,4240,2160,2085
Pembroke,353,  18 to 64 years,13720,6735,6985
Pembroke,354,  65 years and over,5125,2345,2775
Pembroke,356,  0 to 17 years,90,35,55
Pembroke,358,  18 to 64 years,585,325,260
Pembroke,359,  65 years and over,55,20,35
Pembroke,1457,  15 to 24 years,310,,
Pembroke,1458,  25 to 34 years,1360,,
Pembroke,1459,  35 to 44 years,1525,,
Pembroke,1460,  45 to 54 years,1435,,
Pembroke,1461,  55 to 64 years,2190,,
Pembroke,1462,  65 to 74 years,1880,,
Pembroke,1463,  75 to 84 years,1135,,
Pembroke,1464,  85 years and over,425,,
Pembroke,1540,  5 to 14 years,220,100,120
Pembroke,1541,  15 to 24 years,225,115,105
Pembroke,1542,  25 to 44 years,355,145,215
Petawawa,9,  0 to 14 years,3955,2035,1920
Petawawa,12,    10 to 14 years,1090,560,535
Petawawa,13,  15 to 64 years,12490,6925,5565
Petawawa,14,    15 to 19 years,915,530,380
Petawawa,15,    20 to 24 years,1365,885,480
Petawawa,16,    25 to 29 years,2020,1185,835
Petawawa,17,    30 to 34 years,2050,1130,920
Petawawa,18,    35 to 39 years,1595,875,725
Petawawa,19,    40 to 44 years,1125,590,530
Petawawa,20,    45 to 49 years,920,470,450
Petawawa,21,    50 to 54 years,865,420,445
Petawawa,22,    55 to 59 years,925,490,430
Petawawa,23,    60 to 64 years,720,350,370
Petawawa,24,  65 years and over,1720,815,900
Petawawa,25,    65 to 69 years,565,275,295
Petawawa,26,    70 to 74 years,505,240,260
Petawawa,27,    75 to 79 years,280,130,150
Petawawa,28,    80 to 84 years,210,95,110
Petawawa,29,    85 years and over,160,75,90
Petawawa,30,      85 to 89 years,115,50,65
Petawawa,31,      90 to 94 years,30,15,20
Petawawa,32,      95 to 99 years,10,5,5
Petawawa,35,  0 to 14 years,21.8,20.8,22.9
Petawawa,36,  15 to 64 years,68.8,70.8,66.4
Petawawa,37,  65 years and over,9.5,8.3,10.7
Petawawa,38,    85 years and over,0.9,0.8,1.1
Petawawa,159,"    $10,000 to $19,999",1170,320,850
Petawawa,160,"    $20,000 to $29,999",1225,340,885
Petawawa,161,"    $30,000 to $39,999",1160,360,795
Petawawa,162,"    $40,000 to $49,999",1145,445,705
Petawawa,163,"    $50,000 to $59,999",1275,705,570
Petawawa,164,"    $60,000 to $69,999",1635,1160,475
Petawawa,165,"    $70,000 to $79,999",1540,1115,420
Petawawa,166,"    $80,000 to $89,999",1060,755,305
Petawawa,167,"    $90,000 to $99,999",615,440,175
Petawawa,168,"    $100,000 and over",1305,920,385
Petawawa,169,"      $100,000 to $149,999",1075,755,320
Petawawa,170,"      $150,000 and over",230,165,70
Petawawa,175,"    $10,000 to $19,999",1200,335,865
Petawawa,176,"    $20,000 to $29,999",1435,405,1030
Petawawa,177,"    $30,000 to $39,999",1390,485,910
Petawawa,178,"    $40,000 to $49,999",1550,735,815
Petawawa,179,"    $50,000 to $59,999",1970,1345,630
Petawawa,180,"    $60,000 to $69,999",1915,1385,525
Petawawa,181,"    $70,000 to $79,999",1150,815,335
Petawawa,182,"    $80,000 to $89,999",630,410,220
Petawawa,183,"    $90,000 to $99,999",360,270,90
Petawawa,184,"    $100,000 and over",485,365,125
Petawawa,185,"      $100,000 to $124,999",305,235,75
Petawawa,186,"      $125,000 and over",180,125,50
Petawawa,191,"    $5,000 to $9,999",530,170,360
Petawawa,192,"    $10,000 to $19,999",835,250,580
Petawawa,193,"    $20,000 to $29,999",655,205,450
Petawawa,194,"    $30,000 to $39,999",725,285,440
Petawawa,195,"    $40,000 to $49,999",805,370,430
Petawawa,196,"    $50,000 to $59,999",1015,615,395
Petawawa,197,"    $60,000 to $69,999",1385,990,390
Petawawa,198,"    $70,000 to $79,999",1295,980,315
Petawawa,199,"    $80,000 to $89,999",825,615,205
Petawawa,200,"    $90,000 to $99,999",500,365,130
Petawawa,201,"    $100,000 and over",980,695,280
Petawawa,202,"      $100,000 to $124,999",630,430,200
Petawawa,203,"      $125,000 and over",350,260,85
Petawawa,262,"  $5,000 to $9,999",15,,
Petawawa,263,"  $10,000 to $14,999",20,,
Petawawa,264,"  $15,000 to $19,999",50,,
Petawawa,265,"  $20,000 to $24,999",95,,
Petawawa,266,"  $25,000 to $29,999",95,,
Petawawa,267,"  $30,000 to $34,999",80,,
Petawawa,268,"  $35,000 to $39,999",115,,
Petawawa,269,"  $40,000 to $44,999",105,,
Petawawa,270,"  $45,000 to $49,999",130,,
Petawawa,271,"  $50,000 to $59,999",360,,
Petawawa,272,"  $60,000 to $69,999",495,,
Petawawa,273,"  $70,000 to $79,999",610,,
Petawawa,274,"  $80,000 to $89,999",555,,
Petawawa,275,"  $90,000 to $99,999",520,,
Petawawa,276,"  $100,000 and over",3490,,
Petawawa,277,"    $100,000 to $124,999",1155,,
Petawawa,278,"    $125,000 to $149,999",875,,
Petawawa,279,"    $150,000 to $199,999",980,,
Petawawa,280,"    $200,000 and over",480,,
Petawawa,283,"  $5,000 to $9,999",15,,
Petawawa,284,"  $10,000 to $14,999",20,,
Petawawa,285,"  $15,000 to $19,999",55,,
Petawawa,286,"  $20,000 to $24,999",100,,
Petawawa,287,"  $25,000 to $29,999",110,,
Petawawa,288,"  $30,000 to $34,999",105,,
Petawawa,289,"  $35,000 to $39,999",125,,
Petawawa,290,"  $40,000 to $44,999",145,,
Petawawa,291,"  $45,000 to $49,999",215,,
Petawawa,292,"  $50,000 to $59,999",585,,
Petawawa,293,"  $60,000 to $69,999",685,,
Petawawa,294,"  $70,000 to $79,999",650,,
Petawawa,295,"  $80,000 to $89,999",595,,
Petawawa,296,"  $90,000 to $99,999",605,,
Petawawa,297,"  $100,000 and over",2725,,
Petawawa,298,"    $100,000 to $124,999",1180,,
Petawawa,299,"    $125,000 to $149,999",800,,
Petawawa,300,"    $150,000 and over",745,,
Petawawa,336,  0 to 17 years,4460,2325,2135
Petawawa,338,  18 to 64 years,11120,5915,5210
Petawawa,339,  65 years and over,1710,815,895
Petawawa,341,  0 to 17 years,165,85,85
Petawawa,343,  18 to 64 years,330,130,200
Petawawa,344,  65 years and over,145,55,85
Petawawa,351,  0 to 17 years,4460,2320,2140
Petawawa,353,  18 to 64 years,11120,5915,5205
Petawawa,354,  65 years and over,1710,815,900
Petawawa,356,  0 to 17 years,35,15,20
Petawawa,358,  18 to 64 years,125,60,70
Petawawa,359,  65 years and over,20,5,10
Petawawa,1457,  15 to 24 years,295,,
Petawawa,1458,  25 to 34 years,1935,,
Petawawa,1459,  35 to 44 years,1525,,
Petawawa,1460,  45 to 54 years,980,,
Petawawa,1461,  55 to 64 years,985,,
Petawawa,1462,  65 to 74 years,650,,
Petawawa,1463,  75 to 84 years,295,,
Petawawa,1464,  85 years and over,100,,
Petawawa,1540,  5 to 14 years,250,125,125
Petawawa,1541,  15 to 24 years,235,100,135
Petawawa,1542,  25 to 44 years,410,165,245
Kingston,9,  0 to 14 years,24810,12755,12055
Kingston,12,    10 to 14 years,8810,4515,4295
Kingston,13,  15 to 64 years,110770,55070,55700
Kingston,14,    15 to 19 years,9225,4735,4495
Kingston,15,    20 to 24 years,11755,5930,5825
Kingston,16,    25 to 29 years,12155,6210,5940
Kingston,17,    30 to 34 years,11685,5995,5690
Kingston,18,    35 to 39 years,10835,5440,5395
Kingston,19,    40 to 44 years,10110,5050,5060
Kingston,20,    45 to 49 years,9550,4760,4790
Kingston,21,    50 to 54 years,10595,5180,5420
Kingston,22,    55 to 59 years,12720,6105,6615
Kingston,23,    60 to 64 years,12145,5670,6475
Kingston,24,  65 years and over,36965,16700,20265
Kingston,25,    65 to 69 years,10990,5175,5815
Kingston,26,    70 to 74 years,9710,4480,5230
Kingston,27,    75 to 79 years,6840,3130,3705
Kingston,28,    80 to 84 years,4675,2110,2565
Kingston,29,    85 years and over,4750,1800,2950
Kingston,30,      85 to 89 years,2930,1210,1720
Kingston,31,      90 to 94 years,1350,490,865
Kingston,32,      95 to 99 years,400,85,315
Kingston,35,  0 to 14 years,14.4,15.1,13.7
Kingston,36,  15 to 64 years,64.2,65.2,63.3
Kingston,37,  65 years and over,21.4,19.8,23
Kingston,38,    85 years and over,2.8,2.1,3.4
Kingston,159,"    $10,000 to $19,999",16470,6885,9580
Kingston,160,"    $20,000 to $29,999",19995,8455,11545
Kingston,161,"    $30,000 to $39,999",17770,7790,9985
Kingston,162,"    $40,000 to $49,999",15570,7070,8500
Kingston,163,"    $50,000 to $59,999",13050,6010,7045
Kingston,164,"    $60,000 to $69,999",10830,5430,5400
Kingston,165,"    $70,000 to $79,999",8410,4585,3830
Kingston,166,"    $80,000 to $89,999",6265,3540,2725
Kingston,167,"    $90,000 to $99,999",5050,2765,2280
Kingston,168,"    $100,000 and over",14780,9040,5740
Kingston,169,"      $100,000 to $149,999",10110,5925,4190
Kingston,170,"      $150,000 and over",4670,3110,1555
Kingston,175,"    $10,000 to $19,999",17220,7210,10015
Kingston,176,"    $20,000 to $29,999",22665,9720,12945
Kingston,177,"    $30,000 to $39,999",21095,9495,11605
Kingston,178,"    $40,000 to $49,999",17900,8200,9700
Kingston,179,"    $50,000 to $59,999",14480,7150,7335
Kingston,180,"    $60,000 to $69,999",10540,5765,4770
Kingston,181,"    $70,000 to $79,999",7470,4110,3355
Kingston,182,"    $80,000 to $89,999",5410,2900,2510
Kingston,183,"    $90,000 to $99,999",3210,1920,1290
Kingston,184,"    $100,000 and over",7515,4945,2570
Kingston,185,"      $100,000 to $124,999",3860,2440,1420
Kingston,186,"      $125,000 and over",3655,2505,1150
Kingston,191,"    $5,000 to $9,999",7900,3515,4390
Kingston,192,"    $10,000 to $19,999",11375,5130,6245
Kingston,193,"    $20,000 to $29,999",8660,4130,4530
Kingston,194,"    $30,000 to $39,999",8715,4200,4510
Kingston,195,"    $40,000 to $49,999",8010,3775,4235
Kingston,196,"    $50,000 to $59,999",7800,3685,4115
Kingston,197,"    $60,000 to $69,999",6610,3570,3035
Kingston,198,"    $70,000 to $79,999",5230,3040,2190
Kingston,199,"    $80,000 to $89,999",4140,2400,1740
Kingston,200,"    $90,000 to $99,999",3835,1985,1850
Kingston,201,"    $100,000 and over",9720,6125,3600
Kingston,202,"      $100,000 to $124,999",4790,2830,1960
Kingston,203,"      $125,000 and over",4930,3295,1635
Kingston,262,"  $5,000 to $9,999",450,,
Kingston,263,"  $10,000 to $14,999",1040,,
Kingston,264,"  $15,000 to $19,999",1495,,
Kingston,265,"  $20,000 to $24,999",2505,,
Kingston,266,"  $25,000 to $29,999",2465,,
Kingston,267,"  $30,000 to $34,999",2320,,
Kingston,268,"  $35,000 to $39,999",2600,,
Kingston,269,"  $40,000 to $44,999",2800,,
Kingston,270,"  $45,000 to $49,999",2770,,
Kingston,271,"  $50,000 to $59,999",5410,,
Kingston,272,"  $60,000 to $69,999",5355,,
Kingston,273,"  $70,000 to $79,999",5150,,
Kingston,274,"  $80,000 to $89,999",4750,,
Kingston,275,"  $90,000 to $99,999",4405,,
Kingston,276,"  $100,000 and over",29240,,
Kingston,277,"    $100,000 to $124,999",8805,,
Kingston,278,"    $125,000 to $149,999",6435,,
Kingston,279,"    $150,000 to $199,999",7665,,
Kingston,280,"    $200,000 and over",6340,,
Kingston,283,"  $5,000 to $9,999",470,,
Kingston,284,"  $10,000 to $14,999",1060,,
Kingston,285,"  $15,000 to $19,999",1550,,
Kingston,286,"  $20,000 to $24,999",2675,,
Kingston,287,"  $25,000 to $29,999",2795,,
Kingston,288,"  $30,000 to $34,999",2780,,
Kingston,289,"  $35,000 to $39,999",3125,,
Kingston,290,"  $40,000 to $44,999",3190,,
Kingston,291,"  $45,000 to $49,999",3285,,
Kingston,292,"  $50,000 to $59,999",6485,,
Kingston,293,"  $60,000 to $69,999",6220,,
Kingston,294,"  $70,000 to $79,999",5865,,
Kingston,295,"  $80,000 to $89,999",5370,,
Kingston,296,"  $90,000 to $99,999",4630,,
Kingston,297,"  $100,000 and over",23150,,
Kingston,298,"    $100,000 to $124,999",8820,,
Kingston,299,"    $125,000 to $149,999",5940,,
Kingston,300,"    $150,000 and over",8385,,
Kingston,336,  0 to 17 years,29855,15410,14445
Kingston,338,  18 to 64 years,103270,50185,53085
Kingston,339,  65 years and over,34945,15920,19025
Kingston,341,  0 to 17 years,3050,1600,1445
Kingston,343,  18 to 64 years,10775,5070,5710
Kingston,344,  65 years and over,3225,1185,2045
Kingston,351,  0 to 17 years,29860,15410,14445
Kingston,353,  18 to 64 years,103270,50185,53085
Kingston,354,  65 years and over,34950,15925,19025
Kingston,356,  0 to 17 years,880,480,400
Kingston,358,  18 to 64 years,7165,3580,3580
Kingston,359,  65 years and over,485,195,290
Kingston,1457,  15 to 24 years,3645,,
Kingston,1458,  25 to 34 years,10885,,
Kingston,1459,  35 to 44 years,10945,,
Kingston,1460,  45 to 54 years,11145,,
Kingston,1461,  55 to 64 years,14355,,
Kingston,1462,  65 to 74 years,12525,,
Kingston,1463,  75 to 84 years,7245,,
Kingston,1464,  85 years and over,2755,,
Kingston,1540,  5 to 14 years,4455,2255,2200
Kingston,1541,  15 to 24 years,3770,1665,2105
Kingston,1542,  25 to 44 years,8195,3765,4430
Belleville - Quinte West,9,  0 to 14 years,17265,8905,8360
Belleville - Quinte West,12,    10 to 14 years,6075,3105,2965
Belleville - Quinte West,13,  15 to 64 years,68680,34270,34410
Belleville - Quinte West,14,    15 to 19 years,5615,2880,2745
Belleville - Quinte West,15,    20 to 24 years,5755,3030,2725
Belleville - Quinte West,16,    25 to 29 years,6680,3445,3235
Belleville - Quinte West,17,    30 to 34 years,6905,3540,3365
Belleville - Quinte West,18,    35 to 39 years,6620,3380,3240
Belleville - Quinte West,19,    40 to 44 years,6345,3090,3255
Belleville - Quinte West,20,    45 to 49 years,6055,2960,3095
Belleville - Quinte West,21,    50 to 54 years,6725,3225,3495
Belleville - Quinte West,22,    55 to 59 years,8975,4350,4625
Belleville - Quinte West,23,    60 to 64 years,9005,4370,4630
Belleville - Quinte West,24,  65 years and over,25245,11470,13775
Belleville - Quinte West,25,    65 to 69 years,7725,3645,4070
Belleville - Quinte West,26,    70 to 74 years,6665,3150,3510
Belleville - Quinte West,27,    75 to 79 years,4465,2050,2415
Belleville - Quinte West,28,    80 to 84 years,3160,1395,1760
Belleville - Quinte West,29,    85 years and over,3235,1220,2015
Belleville - Quinte West,30,      85 to 89 years,1955,830,1125
Belleville - Quinte West,31,      90 to 94 years,960,315,645
Belleville - Quinte West,32,      95 to 99 years,285,65,220
Belleville - Quinte West,35,  0 to 14 years,15.5,16.3,14.8
Belleville - Quinte West,36,  15 to 64 years,61.8,62.7,60.9
Belleville - Quinte West,37,  65 years and over,22.7,21,24.4
Belleville - Quinte West,38,    85 years and over,2.9,2.2,3.6
Belleville - Quinte West,159,"    $10,000 to $19,999",12065,4970,7095
Belleville - Quinte West,160,"    $20,000 to $29,999",14515,6195,8315
Belleville - Quinte West,161,"    $30,000 to $39,999",12040,5140,6900
Belleville - Quinte West,162,"    $40,000 to $49,999",10995,5090,5905
Belleville - Quinte West,163,"    $50,000 to $59,999",8935,4545,4385
Belleville - Quinte West,164,"    $60,000 to $69,999",6680,3690,2990
Belleville - Quinte West,165,"    $70,000 to $79,999",5330,3305,2025
Belleville - Quinte West,166,"    $80,000 to $89,999",3385,2135,1250
Belleville - Quinte West,167,"    $90,000 to $99,999",2375,1465,910
Belleville - Quinte West,168,"    $100,000 and over",6545,4295,2250
Belleville - Quinte West,169,"      $100,000 to $149,999",4980,3170,1815
Belleville - Quinte West,170,"      $150,000 and over",1560,1125,440
Belleville - Quinte West,175,"    $10,000 to $19,999",12540,5180,7355
Belleville - Quinte West,176,"    $20,000 to $29,999",16405,7005,9400
Belleville - Quinte West,177,"    $30,000 to $39,999",14315,6365,7955
Belleville - Quinte West,178,"    $40,000 to $49,999",12690,6360,6330
Belleville - Quinte West,179,"    $50,000 to $59,999",9075,4875,4200
Belleville - Quinte West,180,"    $60,000 to $69,999",6405,3905,2500
Belleville - Quinte West,181,"    $70,000 to $79,999",3965,2460,1505
Belleville - Quinte West,182,"    $80,000 to $89,999",2750,1595,1155
Belleville - Quinte West,183,"    $90,000 to $99,999",1570,1010,560
Belleville - Quinte West,184,"    $100,000 and over",2815,2005,810
Belleville - Quinte West,185,"      $100,000 to $124,999",1610,1145,465
Belleville - Quinte West,186,"      $125,000 and over",1205,865,345
Belleville - Quinte West,191,"    $5,000 to $9,999",4480,1905,2575
Belleville - Quinte West,192,"    $10,000 to $19,999",6985,3060,3925
Belleville - Quinte West,193,"    $20,000 to $29,999",5685,2555,3125
Belleville - Quinte West,194,"    $30,000 to $39,999",6265,2870,3395
Belleville - Quinte West,195,"    $40,000 to $49,999",5980,3070,2905
Belleville - Quinte West,196,"    $50,000 to $59,999",5225,2930,2300
Belleville - Quinte West,197,"    $60,000 to $69,999",4125,2460,1665
Belleville - Quinte West,198,"    $70,000 to $79,999",3350,2260,1085
Belleville - Quinte West,199,"    $80,000 to $89,999",2265,1475,790
Belleville - Quinte West,200,"    $90,000 to $99,999",1700,1035,660
Belleville - Quinte West,201,"    $100,000 and over",4605,3105,1500
Belleville - Quinte West,202,"      $100,000 to $124,999",2740,1695,1045
Belleville - Quinte West,203,"      $125,000 and over",1865,1410,455
Belleville - Quinte West,262,"  $5,000 to $9,999",160,,
Belleville - Quinte West,263,"  $10,000 to $14,999",590,,
Belleville - Quinte West,264,"  $15,000 to $19,999",1000,,
Belleville - Quinte West,265,"  $20,000 to $24,999",1805,,
Belleville - Quinte West,266,"  $25,000 to $29,999",1720,,
Belleville - Quinte West,267,"  $30,000 to $34,999",1600,,
Belleville - Quinte West,268,"  $35,000 to $39,999",1860,,
Belleville - Quinte West,269,"  $40,000 to $44,999",1990,,
Belleville - Quinte West,270,"  $45,000 to $49,999",1880,,
Belleville - Quinte West,271,"  $50,000 to $59,999",3795,,
Belleville - Quinte West,272,"  $60,000 to $69,999",3675,,
Belleville - Quinte West,273,"  $70,000 to $79,999",3510,,
Belleville - Quinte West,274,"  $80,000 to $89,999",3160,,
Belleville - Quinte West,275,"  $90,000 to $99,999",2935,,
Belleville - Quinte West,276,"  $100,000 and over",16265,,
Belleville - Quinte West,277,"    $100,000 to $124,999",5715,,
Belleville - Quinte West,278,"    $125,000 to $149,999",3860,,
Belleville - Quinte West,279,"    $150,000 to $199,999",4060,,
Belleville - Quinte West,280,"    $200,000 and over",2630,,
Belleville - Quinte West,283,"  $5,000 to $9,999",170,,
Belleville - Quinte West,284,"  $10,000 to $14,999",595,,
Belleville - Quinte West,285,"  $15,000 to $19,999",1040,,
Belleville - Quinte West,286,"  $20,000 to $24,999",1890,,
Belleville - Quinte West,287,"  $25,000 to $29,999",1960,,
Belleville - Quinte West,288,"  $30,000 to $34,999",1850,,
Belleville - Quinte West,289,"  $35,000 to $39,999",2155,,
Belleville - Quinte West,290,"  $40,000 to $44,999",2350,,
Belleville - Quinte West,291,"  $45,000 to $49,999",2180,,
Belleville - Quinte West,292,"  $50,000 to $59,999",4515,,
Belleville - Quinte West,293,"  $60,000 to $69,999",4235,,
Belleville - Quinte West,294,"  $70,000 to $79,999",3980,,
Belleville - Quinte West,295,"  $80,000 to $89,999",3520,,
Belleville - Quinte West,296,"  $90,000 to $99,999",3015,,
Belleville - Quinte West,297,"  $100,000 and over",12470,,
Belleville - Quinte West,298,"    $100,000 to $124,999",5500,,
Belleville - Quinte West,299,"    $125,000 to $149,999",3155,,
Belleville - Quinte West,300,"    $150,000 and over",3815,,
Belleville - Quinte West,336,  0 to 17 years,20680,10655,10020
Belleville - Quinte West,338,  18 to 64 years,64685,32120,32565
Belleville - Quinte West,339,  65 years and over,23885,11050,12835
Belleville - Quinte West,341,  0 to 17 years,2395,1260,1140
Belleville - Quinte West,343,  18 to 64 years,6205,2900,3305
Belleville - Quinte West,344,  65 years and over,2815,1105,1710
Belleville - Quinte West,351,  0 to 17 years,20675,10660,10020
Belleville - Quinte West,353,  18 to 64 years,64680,32125,32560
Belleville - Quinte West,354,  65 years and over,23885,11050,12840
Belleville - Quinte West,356,  0 to 17 years,550,275,270
Belleville - Quinte West,358,  18 to 64 years,3135,1715,1420
Belleville - Quinte West,359,  65 years and over,325,145,175
Belleville - Quinte West,1457,  15 to 24 years,920,,
Belleville - Quinte West,1458,  25 to 34 years,5660,,
Belleville - Quinte West,1459,  35 to 44 years,6985,,
Belleville - Quinte West,1460,  45 to 54 years,7085,,
Belleville - Quinte West,1461,  55 to 64 years,10320,,
Belleville - Quinte West,1462,  65 to 74 years,8540,,
Belleville - Quinte West,1463,  75 to 84 years,4985,,
Belleville - Quinte West,1464,  85 years and over,1710,,
Belleville - Quinte West,1540,  5 to 14 years,1945,1000,950
Belleville - Quinte West,1541,  15 to 24 years,2095,1005,1090
Belleville - Quinte West,1542,  25 to 44 years,3200,1455,1740
Cobourg,9,  0 to 14 years,2540,1315,1225
Cobourg,12,    10 to 14 years,930,480,450
Cobourg,13,  15 to 64 years,11000,5230,5765
Cobourg,14,    15 to 19 years,965,505,470
Cobourg,15,    20 to 24 years,835,455,380
Cobourg,16,    25 to 29 years,895,435,470
Cobourg,17,    30 to 34 years,1015,485,525
Cobourg,18,    35 to 39 years,1085,505,580
Cobourg,19,    40 to 44 years,965,445,520
Cobourg,20,    45 to 49 years,985,480,510
Cobourg,21,    50 to 54 years,1055,500,555
Cobourg,22,    55 to 59 years,1510,670,835
Cobourg,23,    60 to 64 years,1680,755,925
Cobourg,24,  65 years and over,6985,2965,4020
Cobourg,25,    65 to 69 years,1735,780,955
Cobourg,26,    70 to 74 years,1805,780,1030
Cobourg,27,    75 to 79 years,1300,565,730
Cobourg,28,    80 to 84 years,1010,395,615
Cobourg,29,    85 years and over,1140,445,700
Cobourg,30,      85 to 89 years,690,290,395
Cobourg,31,      90 to 94 years,325,110,210
Cobourg,32,      95 to 99 years,120,35,80
Cobourg,35,  0 to 14 years,12.4,13.8,11.1
Cobourg,36,  15 to 64 years,53.6,55,52.4
Cobourg,37,  65 years and over,34,31.2,36.5
Cobourg,38,    85 years and over,5.6,4.7,6.4
Cobourg,159,"    $10,000 to $19,999",2120,795,1330
Cobourg,160,"    $20,000 to $29,999",2690,1050,1645
Cobourg,161,"    $30,000 to $39,999",2360,960,1395
Cobourg,162,"    $40,000 to $49,999",2085,930,1160
Cobourg,163,"    $50,000 to $59,999",1630,795,835
Cobourg,164,"    $60,000 to $69,999",1215,610,610
Cobourg,165,"    $70,000 to $79,999",925,510,415
Cobourg,166,"    $80,000 to $89,999",635,350,285
Cobourg,167,"    $90,000 to $99,999",515,275,235
Cobourg,168,"    $100,000 and over",1555,1000,555
Cobourg,169,"      $100,000 to $149,999",1065,645,425
Cobourg,170,"      $150,000 and over",490,350,135
Cobourg,175,"    $10,000 to $19,999",2235,845,1390
